0,10,0.00,182.44,111.46,54.11,-1,-1,-1,-1
0,11,93.73,170.84,124.82,54.35,-1,-1,-1,-1
0,12,202.66,179.37,82.42,37.52,-1,-1,-1,-1
0,13,306.71,165.70,54.97,41.62,-1,-1,-1,-1
1,10,0.00,183.86,78.18,56.09,-1,-1,-1,-1
1,11,62.17,171.10,135.50,57.43,-1,-1,-1,-1
1,12,182.71,180.48,87.75,39.17,-1,-1,-1,-1
1,13,292.78,166.82,57.61,43.12,-1,-1,-1,-1
2,10,0.00,185.45,40.80,55.62,-1,-1,-1,-1
2,11,26.81,171.39,147.89,60.88,-1,-1,-1,-1
2,12,161.03,181.62,93.70,41.03,-1,-1,-1,-1
2,13,277.80,168.02,60.50,44.72,-1,-1,-1,-1
3,11,0.00,171.72,149.30,64.68,-1,-1,-1,-1
3,12,137.37,182.86,100.35,43.07,-1,-1,-1,-1
3,13,262.10,167.43,63.72,46.50,-1,-1,-1,-1
4,11,0.00,172.09,121.09,68.80,-1,-1,-1,-1
4,12,110.09,182.54,108.26,45.30,-1,-1,-1,-1
4,13,245.10,166.80,67.30,48.43,-1,-1,-1,-1
5,11,0.00,173.03,89.55,68.81,-1,-1,-1,-1
5,12,79.75,182.19,117.34,47.79,-1,-1,-1,-1
5,13,226.63,166.11,71.28,50.53,-1,-1,-1,-1
6,11,0.00,173.07,51.71,68.61,-1,-1,-1,-1
6,12,45.81,181.81,127.85,50.56,-1,-1,-1,-1
6,13,206.49,165.36,75.73,52.81,-1,-1,-1,-1
7,12,7.60,181.39,140.13,53.68,-1,-1,-1,-1
7,13,184.65,165.05,80.73,55.31,-1,-1,-1,-1
8,12,0.00,180.91,118.84,57.03,-1,-1,-1,-1
8,13,160.64,164.72,86.38,58.06,-1,-1,-1,-1
9,12,0.00,180.38,86.47,58.29,-1,-1,-1,-1
9,13,134.11,164.35,92.81,61.10,-1,-1,-1,-1
10,12,0.00,179.78,49.95,58.25,-1,-1,-1,-1
10,13,104.66,163.94,100.18,64.47,-1,-1,-1,-1
11,13,73.76,164.36,108.62,68.16,-1,-1,-1,-1
12,13,39.12,164.84,118.38,72.29,-1,-1,-1,-1
13,13,0.00,165.39,129.76,76.96,-1,-1,-1,-1
14,13,0.00,166.01,98.67,82.08,-1,-1,-1,-1
15,13,0.00,167.32,63.56,84.10,-1,-1,-1,-1
25,1,709.85,176.12,17.32,13.44,-1,-1,-1,-1
